season_id,date,team_id,opponent_id,X,is_home,match_number
constant_0,2026-08-01,0,14,-1.0,False,0
constant_0,2026-08-02,0,8,3.0,True,1
constant_0,2026-08-03,0,16,1.0,False,2
constant_0,2026-08-04,0,3,2.0,True,3
constant_0,2026-08-05,0,13,-5.0,True,4
constant_0,2026-08-06,0,5,-1.0,False,5
constant_0,2026-08-07,0,18,-2.0,True,6
constant_0,2026-08-08,0,15,-1.0,False,7
constant_0,2026-08-09,0,12,1.0,True,8
constant_0,2026-08-10,0,11,-0.0,False,9
constant_0,2026-08-11,0,17,1.0,True,10
constant_0,2026-08-12,0,9,-1.0,False,11
constant_0,2026-08-13,0,4,1.0,True,12
constant_0,2026-08-14,0,10,1.0,True,13
constant_0,2026-08-15,0,1,3.0,False,14
constant_0,2026-08-16,0,6,-2.0,True,15
constant_0,2026-08-17,0,19,2.0,False,16
constant_0,2026-08-18,0,7,-0.0,False,17
constant_0,2026-08-19,0,2,0.0,True,18
constant_0,2026-08-20,0,4,-1.0,False,19
constant_0,2026-08-21,0,11,4.0,True,20
constant_0,2026-08-22,0,17,-2.0,False,21
constant_0,2026-08-23,0,9,2.0,True,22
constant_0,2026-08-24,0,12,-1.0,False,23
constant_0,2026-08-25,0,2,3.0,False,24
constant_0,2026-08-26,0,7,-2.0,True,25
constant_0,2026-08-27,0,6,-2.0,False,26
constant_0,2026-08-28,0,19,0.0,True,27
constant_0,2026-08-29,0,16,0.0,True,28
constant_0,2026-08-30,0,3,1.0,False,29
constant_0,2026-08-31,0,14,1.0,True,30
constant_0,2026-09-01,0,8,-0.0,False,31
constant_0,2026-09-02,0,1,2.0,True,32
constant_0,2026-09-03,0,10,-1.0,False,33
constant_0,2026-09-04,0,15,0.0,True,34
constant_0,2026-09-05,0,18,1.0,False,35
constant_0,2026-09-06,0,5,3.0,True,36
constant_0,2026-09-07,0,13,-0.0,False,37
constant_0,2026-08-01,1,6,-1.0,True,0
constant_0,2026-08-02,1,2,1.0,False,1
constant_0,2026-08-03,1,5,-5.0,True,2
constant_0,2026-08-04,1,18,-1.0,False,3
constant_0,2026-08-05,1,4,-0.0,False,4
constant_0,2026-08-06,1,12,1.0,True,5
constant_0,2026-08-07,1,17,2.0,False,6
constant_0,2026-08-08,1,8,-3.0,True,7
constant_0,2026-08-09,1,13,1.0,False,8
constant_0,2026-08-10,1,10,2.0,True,9
constant_0,2026-08-11,1,16,-3.0,False,10
constant_0,2026-08-12,1,14,0.0,True,11
constant_0,2026-08-13,1,3,1.0,False,12
constant_0,2026-08-14,1,19,4.0,False,13
constant_0,2026-08-15,1,0,-3.0,True,14
constant_0,2026-08-16,1,15,0.0,True,15
constant_0,2026-08-17,1,7,-1.0,False,16
