season_id,date,team_id,opponent_id,X,is_home,match_number
ar1_0,2026-08-01,0,14,-0.0,False,0
ar1_0,2026-08-02,0,8,3.0,True,1
ar1_0,2026-08-03,0,16,-2.0,False,2
ar1_0,2026-08-04,0,3,0.0,True,3
ar1_0,2026-08-05,0,13,1.0,True,4
ar1_0,2026-08-06,0,5,-0.0,False,5
ar1_0,2026-08-07,0,18,-1.0,True,6
ar1_0,2026-08-08,0,15,-1.0,False,7
ar1_0,2026-08-09,0,12,0.0,True,8
ar1_0,2026-08-10,0,11,-1.0,False,9
ar1_0,2026-08-11,0,17,-1.0,True,10
ar1_0,2026-08-12,0,9,3.0,False,11
ar1_0,2026-08-13,0,4,-3.0,True,12
ar1_0,2026-08-14,0,10,0.0,True,13
ar1_0,2026-08-15,0,1,2.0,False,14
ar1_0,2026-08-16,0,6,-3.0,True,15
ar1_0,2026-08-17,0,19,2.0,False,16
ar1_0,2026-08-18,0,7,1.0,False,17
ar1_0,2026-08-19,0,2,-1.0,True,18
ar1_0,2026-08-20,0,4,1.0,False,19
ar1_0,2026-08-21,0,11,-1.0,True,20
ar1_0,2026-08-22,0,17,-0.0,False,21
ar1_0,2026-08-23,0,9,-1.0,True,22
ar1_0,2026-08-24,0,12,-1.0,False,23
ar1_0,2026-08-25,0,2,1.0,False,24
ar1_0,2026-08-26,0,7,-2.0,True,25
ar1_0,2026-08-27,0,6,6.0,False,26
ar1_0,2026-08-28,0,19,0.0,True,27
ar1_0,2026-08-29,0,16,1.0,True,28
ar1_0,2026-08-30,0,3,4.0,False,29
ar1_0,2026-08-31,0,14,-1.0,True,30
ar1_0,2026-09-01,0,8,1.0,False,31
ar1_0,2026-09-02,0,1,5.0,True,32
ar1_0,2026-09-03,0,10,-0.0,False,33
ar1_0,2026-09-04,0,15,1.0,True,34
ar1_0,2026-09-05,0,18,1.0,False,35
ar1_0,2026-09-06,0,5,1.0,True,36
ar1_0,2026-09-07,0,13,2.0,False,37
ar1_0,2026-08-01,1,6,0.0,True,0
ar1_0,2026-08-02,1,2,1.0,False,1
ar1_0,2026-08-03,1,5,2.0,True,2
ar1_0,2026-08-04,1,18,3.0,False,3
ar1_0,2026-08-05,1,4,-0.0,False,4
ar1_0,2026-08-06,1,12,2.0,True,5
ar1_0,2026-08-07,1,17,2.0,False,6
ar1_0,2026-08-08,1,8,0.0,True,7
ar1_0,2026-08-09,1,13,-0.0,False,8
ar1_0,2026-08-10,1,10,0.0,True,9
ar1_0,2026-08-11,1,16,2.0,False,10
ar1_0,2026-08-12,1,14,-1.0,True,11
ar1_0,2026-08-13,1,3,-0.0,False,12
ar1_0,2026-08-14,1,19,-0.0,False,13
ar1_0,2026-08-15,1,0,-2.0,True,14
ar1_0,2026-08-16,1,15,-1.0,True,15
ar1_0,2026-08-17,1,7,1.0,False,16
ar1_0,2026-08-18,1,9,4.0,False,17
ar1_0,2026-08-19,1,11,-1.0,True,18
ar1_0,2026-08-20,1,3,1.0,True,19
ar1_0,2026-08-21,1,10,-2.0,False,20
ar1_0,2026-08-22,1,16,0.0,True,21
ar1_0,2026-08-23,1,14,-4.0,False,22
ar1_0,2026-08-24,1,13,0.0,True,23
ar1_0,2026-08-25,1,11,-1.0,False,24
ar1_0,2026-08-26,1,9,0.0,True,25
ar1_0,2026-08-27,1,15,-0.0,False,26
ar1_0,2026-08-28,1,7,2.0,True,27
ar1_0,2026-08-29,1,5,3.0,False,28
ar1_0,2026-08-30,1,18,0.0,True,29
ar1_0,2026-08-31,1,6,-0.0,False,30
ar1_0,2026-09-01,1,2,-1.0,True,31
ar1_0,2026-09-02,1,0,-5.0,False,32
ar1_0,2026-09-03,1,19,2.0,True,33
ar1_0,2026-09-04,1,12,-0.0,False,34
ar1_0,2026-09-05,1,17,1.0,True,35
ar1_0,2026-09-06,1,8,-2.0,False,36
ar1_0,2026-09-07,1,4,4.0,True,37
ar1_0,2026-08-01,2,4,1.0,False,0
ar1_0,2026-08-02,2,1,-1.0,True,1
ar1_0,2026-08-03,2,10,-2.0,False,2
ar1_0,2026-08-04,2,17,0.0,True,3
ar1_0,2026-08-05,2,19,-0.0,False,4
ar1_0,2026-08-06,2,3,5.0,True,5
ar1_0,2026-08-07,2,16,-2.0,False,6
